name,description,manufacturer,brand,class_name,unit_cost,unit_price,product_id,product_sub_cat_fkey
a4tech Multimedia Speakers M25 White,Speakers system is the perfect audio companion to your PC or notebook,"a4tech, Ltd",a4tech,Regular,59.32,129.00,857,22
a4tech Wireless Notebook Optical Mouse M35 Black,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Regular,13.77,29.95,858,22
a4tech Wireless Notebook Optical Mouse M35 White,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Regular,13.77,29.95,859,22
a4tech Wireless Notebook Optical Mouse M35 Blue,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Regular,13.77,29.95,860,22
a4tech Wireless Notebook Optical Mouse M35 Silver,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Regular,13.77,29.95,861,22
a4tech Wireless Notebook Optical Mouse M35 Orange,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Regular,13.77,29.95,862,22
a4tech Optical USB Mouse M45 Black,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use","a4tech, Ltd",a4tech,Regular,23.45,50.99,863,22
a4tech Optical USB Mouse M45 White,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use","a4tech, Ltd",a4tech,Regular,23.45,50.99,864,22
a4tech Optical USB Mouse M45 Grey,"An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use","a4tech, Ltd",a4tech,Regular,23.45,50.99,865,22
a4tech Wireless Laser Mouse M55 Black,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Regular,32.19,69.99,866,22
a4tech Wireless Laser Mouse M55 White,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Regular,32.19,69.99,867,22
a4tech Wireless Laser Mouse M55 Grey,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Regular,32.19,69.99,868,22
a4tech Wireless Laser Mouse M55 Silver,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Regular,32.19,69.99,869,22
a4tech Wireless Laser Mouse E50 Black,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Economy,10.69,20.96,870,22
a4tech Wireless Laser Mouse E50 White,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Economy,10.69,20.96,871,22
a4tech Wireless Laser Mouse E50 Silver,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Economy,10.69,20.96,872,22
a4tech Wireless Laser Mouse E50 Grey,"Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface","a4tech, Ltd",a4tech,Economy,10.69,20.96,873,22
a4tech Wireless Notebook Optical Mouse X205 Black,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Deluxe,43.06,129.95,874,22
a4tech Wireless Notebook Optical Mouse X205 White,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Deluxe,43.06,129.95,875,22
a4tech Wireless Notebook Optical Mouse X205 Blue,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Deluxe,43.06,129.95,876,22
a4tech Wireless Notebook Optical Mouse X205 Silver,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Deluxe,43.06,129.95,877,22
a4tech Wireless Notebook Optical Mouse X205 Orange,"Wireless notebook mouse, long battery life, convenient snap-in receiver","a4tech, Ltd",a4tech,Deluxe,43.06,129.95,878,22
a4tech Optical Wheel OEM PS/2 Mouse E60 Grey,"PS/2 mouse, 6 feet mouse cable","a4tech, Ltd",a4tech,Economy,6.63,13.00,879,22
a4tech Optical Wheel OEM PS/2 Mouse E60 Black,"PS/2 mouse, 6 feet mouse cable","a4tech, Ltd",a4tech,Economy,6.63,13.00,880,22
a4tech Optical Wheel OEM PS/2 Mouse E60 White,"PS/2 mouse, 6 feet mouse cable","a4tech, Ltd",a4tech,Economy,6.63,13.00,881,22
a4tech Optical Wheel OEM PS/2 Mouse E60 Silver,"PS/2 mouse, 6 feet mouse cable","a4tech, Ltd",a4tech,Economy,6.63,13.00,882,22
a4tech Bluetooth Notebook Mouse X305 Black,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Deluxe,49.70,150.00,883,22
a4tech Bluetooth Notebook Mouse X305 White,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Deluxe,49.70,150.00,884,22
a4tech Bluetooth Notebook Mouse X305 Silver,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Deluxe,49.70,150.00,885,22
a4tech Bluetooth Notebook Mouse X305 Grey,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Deluxe,49.70,150.00,886,22
a4tech Bluetooth Notebook Mouse E70 Black,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Economy,25.49,50.00,887,22
a4tech Bluetooth Notebook Mouse E70 White,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Economy,25.49,50.00,888,22
a4tech Bluetooth Notebook Mouse E70 Silver,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Economy,25.49,50.00,889,22
a4tech Bluetooth Notebook Mouse E70 Grey,Transceiver-free wireless connection to your PC with Bluetooth Technology,"a4tech, Ltd",a4tech,Economy,25.49,50.00,890,22
SV Rechargeable Bluetooth Notebook Mouse E80 Silver,"33 ft range, recharges while in use.",Southridge Video,Southridge Video,Economy,30.58,59.99,891,22
SV Rechargeable Bluetooth Notebook Mouse E80 Black,"33 ft range, recharges while in use.",Southridge Video,Southridge Video,Economy,30.58,59.99,892,22
SV Rechargeable Bluetooth Notebook Mouse E80 White,"33 ft range, recharges while in use.",Southridge Video,Southridge Video,Economy,30.58,59.99,893,22
SV Rechargeable Bluetooth Notebook Mouse E80 Grey,"33 ft range, recharges while in use.",Southridge Video,Southridge Video,Economy,30.58,59.99,894,22
SV Keyboard E90 Silver,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,21.28,41.73,895,22
SV Keyboard E90 White,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,21.28,41.73,896,22
SV Keyboard E90 Black,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,21.28,41.73,897,22
SV Keyboard E90 Grey,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,21.28,41.73,898,22
SV Keyboard E10 Silver,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,22.43,44.00,899,22
SV Keyboard E10 White,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,22.43,44.00,900,22
SV Keyboard E10 Black,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,22.43,44.00,901,22
SV Keyboard E10 Grey,"Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys",Southridge Video,Southridge Video,Economy,22.43,44.00,902,22
SV 40GB USB2.0 Portable Hard Disk E400 Red,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,38.74,75.99,903,22
SV 40GB USB2.0 Portable Hard Disk E400 Silver,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,38.74,75.99,904,22
SV 40GB USB2.0 Portable Hard Disk E400 Blue,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,38.74,75.99,905,22
SV 40GB USB2.0 Portable Hard Disk E400 Yellow,"Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,38.74,75.99,906,22
SV 80GB USB2.0 Portable Hard Disk E500 Red,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,52.00,102.00,907,22
SV 80GB USB2.0 Portable Hard Disk E500 Silver,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,52.00,102.00,908,22
SV 80GB USB2.0 Portable Hard Disk E500 Blue,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,52.00,102.00,909,22
SV 80GB USB2.0 Portable Hard Disk E500 Yellow,"Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches",Southridge Video,Southridge Video,Economy,52.00,102.00,910,22
SV 160GB USB2.0 Portable Hard Disk M65 Silver,Ultra durable160GB USB portable storage,Southridge Video,Southridge Video,Regular,44.10,95.90,911,22
SV 160GB USB2.0 Portable Hard Disk M65 Black,Ultra durable160GB USB portable storage,Southridge Video,Southridge Video,Regular,44.10,95.90,912,22
SV 160GB USB2.0 Portable Hard Disk M65 White,Ultra durable160GB USB portable storage,Southridge Video,Southridge Video,Regular,44.10,95.90,913,22
SV 160GB USB2.0 Portable Hard Disk M65 Grey,Ultra durable160GB USB portable storage,Southridge Video,Southridge Video,Regular,44.10,95.90,914,22
SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space",Southridge Video,Southridge Video,Deluxe,59.31,179.00,915,22
SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space",Southridge Video,Southridge Video,Deluxe,59.31,179.00,916,22
SV 500GB USB 2.0 Portable External Hard Drive X405 White,"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space",Southridge Video,Southridge Video,Deluxe,59.31,179.00,917,22
SV 500GB USB 2.0 Portable External Hard Drive X405 Black,"Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space",Southridge Video,Southridge Video,Deluxe,59.31,179.00,918,22
SV USB Data Cable E600 Pink,"A single, standardized and easy way to connect the phone to a computer",Southridge Video,Southridge Video,Economy,0.48,0.95,919,22
SV USB Data Cable E600 Black,"A single, standardized and easy way to connect the phone to a computer",Southridge Video,Southridge Video,Economy,0.48,0.95,920,22
SV USB Data Cable E600 Silver,"A single, standardized and easy way to connect the phone to a computer",Southridge Video,Southridge Video,Economy,0.48,0.95,921,22
SV USB Data Cable E600 Grey,"A single, standardized and easy way to connect the phone to a computer",Southridge Video,Southridge Video,Economy,0.48,0.95,922,22
SV USB Sync Charge Cable E700 Blue,"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible",Southridge Video,Southridge Video,Economy,1.01,1.99,923,22
SV USB Sync Charge Cable E700 Black,"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible",Southridge Video,Southridge Video,Economy,1.01,1.99,924,22
SV USB Sync Charge Cable E700 White,"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible",Southridge Video,Southridge Video,Economy,1.01,1.99,925,22
SV USB Sync Charge Cable E700 Silver,"Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible",Southridge Video,Southridge Video,Economy,1.01,1.99,926,22
SV 512MB Laptop memory E800 White,DDR socket,Southridge Video,Southridge Video,Economy,17.33,33.99,927,22
SV 512MB Laptop memory E800 Silver,DDR socket,Southridge Video,Southridge Video,Economy,17.33,33.99,928,22
SV 512MB Laptop memory E800 Black,DDR socket,Southridge Video,Southridge Video,Economy,17.33,33.99,929,22
SV 512MB Laptop memory E800 Yellow,DDR2 socket,Southridge Video,Southridge Video,Economy,17.33,33.99,930,22
SV 2GB Laptop memory E800 Silver,DDR2 socket,Southridge Video,Southridge Video,Economy,28.04,55.00,931,22
SV 2GB Laptop memory E800 Black,DDR2 socket,Southridge Video,Southridge Video,Economy,28.04,55.00,932,22
SV 2GB Laptop memory E800 White,DDR2 socket,Southridge Video,Southridge Video,Economy,28.04,55.00,933,22
SV 4GB Laptop Memory M65 Blue,Standard SDRAM SODIMM socket,Southridge Video,Southridge Video,Regular,36.33,79.00,934,22
SV 4GB Laptop Memory M65 Yellow,Standard SDRAM SODIMM socket,Southridge Video,Southridge Video,Regular,36.33,79.00,935,22
SV 4GB Laptop Memory M65 Black,Standard SDRAM SODIMM socket,Southridge Video,Southridge Video,Regular,36.33,79.00,936,22
SV 4GB Laptop Memory M65 White,Standard SDRAM SODIMM socket,Southridge Video,Southridge Video,Regular,36.33,79.00,937,22
SV Wireless LAN PCI Network Card Adapter E900 Black,"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate",Southridge Video,Southridge Video,Economy,50.47,99.00,938,22
SV Wireless LAN PCI Network Card Adapter E901 Black,"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate",Southridge Video,Southridge Video,Economy,50.47,99.00,939,22
SV Wireless LAN PCI Network Card Adapter E902 Black,"Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate",Southridge Video,Southridge Video,Economy,50.47,99.00,940,22
SV PCI Network Adapter E903 Silver,Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit,Southridge Video,Southridge Video,Economy,21.41,41.99,941,22
SV PCI Network Adapter E904 Silver,Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit,Southridge Video,Southridge Video,Economy,21.41,41.99,942,22
SV PCI Network Adapter E905 Silver,Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit,Southridge Video,Southridge Video,Economy,21.41,41.99,943,22
A. Datum Compact Digital Camera M200 Black,"Digital camera, 3.7 in x 0.9 in x 2",A. Datum Corporation,A. Datum,Economy,59.32,129.00,944,23
A. Datum Rangefinder Digital Camera X200 Black,"Digital camera – compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",A. Datum Corporation,A. Datum,Regular,66.26,200.00,945,23
A. Datum Slim Digital Camera M180 Black,"Digital camera-compact, 3.7 in x 0.9 in x 2.3",A. Datum Corporation,A. Datum,Economy,68.06,148.00,946,23
A. Datum Ultra Compact Digital Camera M190 Black,"10.2in x 3 in x 15.3in, 2.2 lbs",A. Datum Corporation,A. Datum,Economy,75.88,165.00,947,23
A. Datum All in One Digital Camera M200 Black,"Digital camera, Product Type Digital camera - compact, Dimensions. 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",A. Datum Corporation,A. Datum,Regular,86.45,188.00,948,23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",A. Datum Corporation,A. Datum,Regular,88.79,268.00,949,23
A. Datum Super-zoom Digital Camera X300 Black,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",A. Datum Corporation,A. Datum,Deluxe,96.08,290.00,950,23
A. Datum Consumer Digital Camera E100 Black,"Digital camera, product type digital camera - compact",A. Datum Corporation,A. Datum,Deluxe,143.26,281.00,951,23
A. Datum Consumer Digital Camera M300 Black,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,84.84,184.50,952,23
A. Datum Advanced Digital Camera M300 Black,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,86.68,188.50,953,23
A. Datum Bridge Digital Camera M300 Black,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",A. Datum Corporation,A. Datum,Regular,85.95,186.90,954,23
A. Datum SLR-like Digital Camera M400 Black,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",A. Datum Corporation,A. Datum,Regular,90.55,196.90,955,23
A. Datum Point Shoot Digital Camera M500 Black,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",A. Datum Corporation,A. Datum,Regular,91.05,198.00,956,23
A. Datum Full Frame Digital Camera X300 Black,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",A. Datum Corporation,A. Datum,Regular,76.53,231.00,957,23
A. Datum Compact Digital Camera M200 Grey,Digital camera .3.7 in x 0.9 in x 2,A. Datum Corporation,A. Datum,Economy,59.32,129.00,958,23
A. Datum Rangefinder Digital Camera X200 Grey,"Digital camera - compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",A. Datum Corporation,A. Datum,Regular,66.26,200.00,959,23
A. Datum Slim Digital Camera M180 Grey,"Digital camera – compact, 3.7 in x 0.9 in x 2.3",A. Datum Corporation,A. Datum,Economy,68.06,148.00,960,23
A. Datum Ultra Compact Digital Camera M190 Grey,"10.2 In x 3 in x 15.3 in, 2.2 lbs",A. Datum Corporation,A. Datum,Economy,75.88,165.00,961,23
A. Datum All in One Digital Camera M200 Grey,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",A. Datum Corporation,A. Datum,Regular,86.45,188.00,962,23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",A. Datum Corporation,A. Datum,Regular,88.79,268.00,963,23
A. Datum Super-zoom Digital Camera X300 Grey,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",A. Datum Corporation,A. Datum,Deluxe,96.08,290.00,964,23
A. Datum Consumer Digital Camera E100 Grey,"Digital camera, product type digital camera - compact",A. Datum Corporation,A. Datum,Deluxe,143.26,281.00,965,23
A. Datum Consumer Digital Camera M300 Grey,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,84.84,184.50,966,23
A. Datum Advanced Digital Camera M300 Grey,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in . Weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,86.68,188.50,967,23
A. Datum Bridge Digital Camera M300 Grey,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",A. Datum Corporation,A. Datum,Regular,85.95,186.90,968,23
A. Datum SLR-like Digital Camera M400 Grey,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",A. Datum Corporation,A. Datum,Regular,90.55,196.90,969,23
A. Datum Point n' Shoot Digital Camera M500 Grey,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",A. Datum Corporation,A. Datum,Regular,91.05,198.00,970,23
A. Datum Full Frame Digital Camera X300 Grey,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",A. Datum Corporation,A. Datum,Regular,76.53,231.00,971,23
A. Datum Compact Digital Camera M200 Pink,Digital camera .3.7 in x 0.9 in x 2,A. Datum Corporation,A. Datum,Economy,59.32,129.00,972,23
A. Datum Rangefinder Digital Camera X200 Pink,"Digital camera - compact .3.7 in x 0.9 in x 2 in, 4.4 oz",A. Datum Corporation,A. Datum,Regular,66.26,200.00,973,23
A. Datum Slim Digital Camera M180 Pink,"Digital camera – compact, 3.7 in x 0.9 in x 2.3",A. Datum Corporation,A. Datum,Economy,68.06,148.00,974,23
A. Datum Ultra Compact Digital Camera M190 Pink,"10.2 In x 3 in x 15.3 in, 2.2 lbs",A. Datum Corporation,A. Datum,Economy,75.88,165.00,975,23
A. Datum All in One Digital Camera M200 Pink,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",A. Datum Corporation,A. Datum,Regular,86.45,188.00,976,23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",A. Datum Corporation,A. Datum,Regular,88.79,268.00,977,23
A. Datum Super-zoom Digital Camera X300 Pink,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",A. Datum Corporation,A. Datum,Deluxe,96.08,290.00,978,23
A. Datum Consumer Digital Camera E100 Pink,"Digital camera, product type digital camera - compact",A. Datum Corporation,A. Datum,Deluxe,143.26,281.00,979,23
A. Datum Consumer Digital Camera M300 Pink,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,84.84,184.50,980,23
A. Datum Advanced Digital Camera M300 Pink,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,86.68,188.50,981,23
A. Datum Bridge Digital Camera M300 Pink,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",A. Datum Corporation,A. Datum,Regular,85.95,186.90,982,23
A. Datum SLR-like Digital Camera M400 Pink,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",A. Datum Corporation,A. Datum,Regular,90.55,196.90,983,23
A. Datum Point Shoot Digital Camera M500 Pink,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",A. Datum Corporation,A. Datum,Regular,91.05,198.00,984,23
A. Datum Full Frame Digital Camera X300 Pink,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",A. Datum Corporation,A. Datum,Regular,76.53,231.00,985,23
A. Datum Compact Digital Camera M200 Silver,"Digital camera, 3.7 in x 0.9 in x 2",A. Datum Corporation,A. Datum,Economy,59.32,129.00,986,23
A. Datum Rangefinder Digital Camera X200 Silver,"Digital camera – compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",A. Datum Corporation,A. Datum,Regular,66.26,200.00,987,23
A. Datum Slim Digital Camera M180 Silver,"Digital camera – compact, 3.7 in x 0.9 in x 2.3",A. Datum Corporation,A. Datum,Economy,68.06,148.00,988,23
A. Datum Ultra Compact Digital Camera M190 Silver,"10.2 In x 3 in x 15.3 in, 2.2 lbs",A. Datum Corporation,A. Datum,Economy,75.88,165.00,989,23
A. Datum All in One Digital Camera M200 Silver,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",A. Datum Corporation,A. Datum,Regular,86.45,188.00,990,23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",A. Datum Corporation,A. Datum,Regular,88.79,268.00,991,23
A. Datum Super-zoom Digital Camera X300 Silver,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",A. Datum Corporation,A. Datum,Deluxe,96.08,290.00,992,23
A. Datum Consumer Digital Camera E100 Silver,"Digital camera, product type digital camera - compact",A. Datum Corporation,A. Datum,Deluxe,143.26,281.00,993,23
A. Datum Consumer Digital Camera M300 Silver,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,84.84,184.50,994,23
A. Datum Advanced Digital Camera M300 Silver,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,86.68,188.50,995,23
A. Datum Bridge Digital Camera M300 Silver,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",A. Datum Corporation,A. Datum,Regular,85.95,186.90,996,23
A. Datum SLR-like Digital Camera M400 Silver,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",A. Datum Corporation,A. Datum,Regular,90.55,196.90,997,23
A. Datum Point Shoot Digital Camera M500 Silver,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",A. Datum Corporation,A. Datum,Regular,91.05,198.00,998,23
A. Datum Full Frame Digital Camera X300 Silver,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",A. Datum Corporation,A. Datum,Regular,76.53,231.00,999,23
A. Datum Compact Digital Camera M200 Orange,"Digital camera, 3.7 in x 0.9 in x 2",A. Datum Corporation,A. Datum,Economy,59.32,129.00,1000,23
A. Datum Rangefinder Digital Camera X200 Orange,"Digital camera – compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",A. Datum Corporation,A. Datum,Regular,66.26,200.00,1001,23
A. Datum Slim Digital Camera M180 Orange,"Digital camera – compact, 3.7 in x 0.9 in x 2.3",A. Datum Corporation,A. Datum,Economy,68.06,148.00,1002,23
A. Datum Ultra Compact Digital Camera M190 Orange,"10.2 In x 3 in x 15.3 in, 2.2 lbs",A. Datum Corporation,A. Datum,Economy,75.88,165.00,1003,23
A. Datum All in One Digital Camera M200 Orange,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",A. Datum Corporation,A. Datum,Regular,86.45,188.00,1004,23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",A. Datum Corporation,A. Datum,Regular,88.79,268.00,1005,23
A. Datum Super-zoom Digital Camera X300 Orange,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",A. Datum Corporation,A. Datum,Deluxe,96.08,290.00,1006,23
A. Datum Consumer Digital Camera E100 Orange,"Digital camera, product type digital camera - compact",A. Datum Corporation,A. Datum,Deluxe,143.26,281.00,1007,23
A. Datum Consumer Digital Camera M300 Orange,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,84.84,184.50,1008,23
A. Datum Advanced Digital Camera M300 Orange,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",A. Datum Corporation,A. Datum,Regular,86.68,188.50,1009,23
A. Datum Bridge Digital Camera M300 Orange,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",A. Datum Corporation,A. Datum,Regular,85.95,186.90,1010,23
A. Datum SLR-like Digital Camera M400 Orange,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",A. Datum Corporation,A. Datum,Regular,90.55,196.90,1011,23
A. Datum Point Shoot Digital Camera M500 Orange,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",A. Datum Corporation,A. Datum,Regular,91.05,198.00,1012,23
A. Datum Full Frame Digital Camera X300 Orange,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",A. Datum Corporation,A. Datum,Regular,76.53,231.00,1013,23
A. Datum Compact Digital Camera M200 Green,Digital camera .3.7 in x 0.9 in x 2,A. Datum Corporation,A. Datum,Economy,59.32,129.00,1014,23
